,,,,,Funnel step: Added to cart,Funnel step: Reached checkout page,Funnel step: purchase (also is considred conversion),
Blog Article,/blogs/articles/how-deep-should-raised-garden-beds-be,2022-W21,108,121,0,0,0,82.64%
Custom Page,/pages/terms-of-service,2022-W21,5,5,0,0,0,80.00%
Blog Article,/blogs/articles/what-to-know-before-building-a-raised-garden-bed,2022-W21,4,4,0,0,0,75.00%
Blog Article,/blogs/articles/time-saving-tips-for-vegetable-gardeners,2022-W21,8,9,0,0,0,77.78%
Custom Page,/pages/new-products,2022-W21,7,7,0,0,0,71.43%
Blog Article,/blogs/articles/how-to-vermicompost-for-beginners,2022-W21,18,18,0,0,0,83.33%
Blog Article,/blogs/articles/7-tips-for-successful-raised-bed-gardening,2022-W21,2,3,0,0,0,100.00%
Custom Page,/pages/vego-garden-special-features,2022-W21,43,49,0,0,0,71.43%
Blog Article,/blogs/articles/best-plants-to-grow-for-smoothie-lovers,2022-W21,106,142,0,0,0,84.51%
Blog Article,/blogs/articles/mothers-day-memories-part-3,2022-W21,2,2,0,0,0,50.00%
Product,/products/stainless-steel-gopher-net-staples-kit,2022-W21,267,293,2,0,0,84.64%
Blog Article,/blogs/articles/easiest-vegetables-to-grow,2022-W21,3,4,0,0,0,50.00%
Customer Account,/account/orders,2022-W21,15,21,0,0,0,52.38%
Blog Article,/blogs/articles/how-to-plant-asparagus,2022-W21,40,46,0,0,0,95.65%
Collection,/collections/new-arrivals,2022-W21,14,19,0,0,0,63.16%
Custom Page,/pages/sustainability,2022-W21,12,23,0,0,0,69.57%
Blog Article,/blogs/articles/why-modular-garden-beds-are-the-new-trend,2022-W21,6,7,1,0,0,42.86%
Blog Article,/blogs/articles/a-beginners-guide-to-zero-waste-living,2022-W21,3,4,0,0,0,100.00%
Blog Article,/blogs/articles/how-to-start-seeds-for-vegetable-garden,2022-W21,2,2,0,0,0,100.00%
Blog Article,/blogs/articles/how-to-pick-the-perfect-seeds-for-the-2022-garden-season,2022-W21,1,1,0,0,0,100.00%
Product,/products/frost-cover,2022-W21,312,340,0,0,0,69.71%
Blog Article,/blogs/articles/preparing-your-winter-garden-for-spring,2022-W21,1,1,0,0,0,100.00%
Blog Article,/blogs/articles/moss-haven-farm-x-vego-garden-a-story-of-greener-futures,2022-W21,12,14,0,0,0,64.29%
Blog Article,/blogs/articles/10-sustainable-spring-gardening-tips,2022-W21,1,2,0,0,0,50.00%
Blog Article,/blogs/articles/how-to-get-rid-of-gnats,2022-W21,1,1,0,0,0,0.00%
Blog Article,/blogs/articles/vermicomposting-what-are-earthworm-castings,2022-W21,1,1,0,0,0,100.00%
Collection,/collections/in-stock-item-list,2022-W21,1,1,0,0,0,100.00%
Blog Article,/blogs/articles/how-to-get-rid-of-fruit-flies,2022-W21,2,3,0,0,0,100.00%
Customer Account,/account/invalid_token,2022-W21,15,15,0,0,0,66.67%
Blog Article,/blogs/articles/do-raised-garden-beds-need-drainage,2022-W21,20,22,0,0,0,90.91%
Custom Page,/pages/giving-back,2022-W21,5,5,0,0,0,40.00%
Blog Article,/blogs/academy/how-much-soil-do-i-need-for-a-raised-garden-bed,2022-W21,269,312,0,0,0,81.09%
Blog Article,/blogs/articles/how-to-compost-at-home-for-beginners,2022-W21,48,51,1,0,0,68.63%
Custom Page,/pages/vego-garden-mothers-day,2022-W21,3,3,0,0,0,0.00%
Blog Article,/blogs/articles/how-to-plant-potatoes,2022-W21,91,110,0,0,0,92.73%
Collection,/collections/composter,2022-W21,1,1,0,0,0,100.00%
Custom Page,/pages/design-galleries,2022-W21,1,1,0,0,0,100.00%
Blog Article,/blogs/articles/how-to-grow-garlic,2022-W21,22,25,0,0,0,100.00%
Checkout,/gift_cards/28622716963/4294c0501ca02c5cda43075f6698a9fb,2022-W21,1,1,0,0,0,100.00%
Blog Article,/blogs/articles/vegetables-to-grow-in-winter,2022-W21,3,3,0,0,0,66.67%
Custom Page,/pages/assembly,2022-W21,2,2,0,0,0,100.00%
Homepage,,2022-W22,54198,58725,1502,591,375,58.01%
Checkout,/checkouts,2022-W22,215,271,15,129,62,43.54%
Product,/products/vego-garden-6-in-1-modular-raised-garden-bed-kit,2022-W22,5276,6267,222,85,62,72.83%
Product,/products/9-in-1-modular-raised-garden-bed,2022-W22,4555,5380,161,67,44,72.04%
Collection,/collections/all,2022-W22,28176,28996,135,46,26,90.68%
Product,/products/32-extra-tall-9-in-1-modular-raised-garden-bed-kit,2022-W22,4969,5466,124,45,35,71.95%
Product,/products/32-extra-tall-6-in-1-modular-raised-garden-bed-kit,2022-W22,2901,3245,99,42,25,71.22%
Custom Page,/pages/welcome-back,2022-W22,2723,2823,127,35,19,48.49%
Product,/products/10-in-1-modular-metal-raised-garden-bed-kit,2022-W22,2795,3186,66,29,19,73.89%
Collection,/collections/garden-beds,2022-W22,3065,3332,58,26,16,78.57%
Collection,/collections/on-sale,2022-W22,485,554,30,18,13,58.12%
Product,/products/17-tall-42-wide-round-metal-raised-garden-bed,2022-W22,1523,1780,45,16,13,76.80%
Product,/products/cascading-raised-garden-bed-kit-standard-size,2022-W22,1813,1980,50,14,7,74.14%
Product,/products/garden-bed-cover-systems,2022-W22,1747,1950,37,13,11,76.15%
Product,/products/32-extra-tall-10-in-1-modular-raised-garden-bed-kit,2022-W22,1868,2125,29,11,6,78.31%
Collection,/collections/vego-garden-17-standard-kits,2022-W22,230,309,22,9,7,52.43%
Collection,/collections/extra-tall-32-raised-bed,2022-W22,205,279,18,8,6,57.71%
Product,/products/17-inch-tall-kids-first-raised-bed,2022-W22,312,371,6,6,2,67.65%
Product,/products/herb-garden-24-wide-17-tall-twin-pack,2022-W22,640,693,11,6,4,81.96%
Cart,/cart,2022-W22,58,72,10,6,5,30.56%
Product,/products/garden-arch-trellis,2022-W22,2445,2730,24,5,3,77.29%
Product,/products/17-tall-4-in-1-modular-metal-raised-garden-bed-kit,2022-W22,722,811,20,5,2,67.32%
Collection,/collections/add-ons,2022-W22,85,104,7,5,4,58.65%
Product,/products/modular-wall-trellis-system,2022-W22,1218,1319,13,5,4,76.42%
Product,/products/32extra-tall-42-round-metal-garden-bed,2022-W22,354,422,12,4,3,74.88%
Product,/products/dragon-fruit-rolling-planter,2022-W22,542,574,12,4,3,70.91%
Customer Account,/account/login,2022-W22,84,105,8,4,4,28.57%
Product,/products/vego-garden-bag,2022-W22,88,101,4,4,3,71.29%
Collection,/collections/special-shapes,2022-W22,2259,2331,28,3,2,73.23%
Product,/products/stainless-steel-gopher-net-staples-kit,2022-W22,194,220,9,3,2,77.73%
Product,/products/32-extra-tall-4-in-1-modular-raised-garden-bed-kit,2022-W22,207,231,10,3,1,61.04%
Product,/products/worm-farm-worm-composter,2022-W22,816,927,9,3,3,75.73%
Product,/products/17-tall-u-shaped-raised-garden-bed-kit-jumbo-size,2022-W22,2510,2673,27,3,3,75.57%
Checkout,/orders,2022-W22,2001,2900,10,3,3,76.62%
App Generated,/apps/faq,2022-W22,281,361,3,2,1,66.20%
Product,/products/17-tall-l-shaped-raised-garden-bed-kit-large-size,2022-W22,720,748,7,2,2,82.62%
Customer Account,/account,2022-W22,37,52,2,2,2,44.23%
Custom Page,/pages/sustainability,2022-W22,189,218,8,2,2,55.05%
Custom Page,/pages/vego-garden-special-features,2022-W22,46,55,2,2,1,67.27%
Blog Article,/blogs/academy/metal-raised-garden-beds-vs-wood-raised-garden-beds,2022-W22,992,1058,9,2,2,69.09%
Collection,/collections/best-sellers,2022-W22,128,170,5,2,0,72.35%
Product,/products/elevated-rolling-garden-bed,2022-W22,708,749,10,2,1,73.97%
Custom Page,/pages/happy-customers,2022-W22,56,58,3,2,1,36.21%
Product,/products/frost-cover,2022-W22,387,432,11,2,1,67.13%
Search,/search,2022-W22,48,57,3,2,1,57.89%
Product,/products/17-tall-vego-garden-2-ft-extension-kit,2022-W22,48,58,4,2,2,58.62%
Product,/products/rolling-planter-twin-pack,2022-W22,1105,1149,11,2,1,76.85%
Blog Index,/blogs/academy,2022-W22,27,29,1,1,1,41.38%
Product,/products/17-tall-u-shaped-raised-garden-bed-kit-large-size,2022-W22,392,434,2,1,1,77.19%
Product,/products/vego-coffee-mug,2022-W22,144,151,3,1,1,70.20%
Product,/products/connecting-rod-bag,2022-W22,351,367,7,1,0,62.94%
Collection,/collections/help-me-choose,2022-W22,23,35,1,1,0,71.43%
Product,/products/vego-garden-gift-card,2022-W22,15,16,1,1,1,81.25%
Custom Page,/pages/kids-program,2022-W22,65,74,2,1,1,70.27%
Custom Page,/pages/contact-us,2022-W22,221,292,2,1,1,70.89%
Product,/products/17-tall-u-shaped-raised-garden-bed-kit-standard-size,2022-W22,476,532,7,1,1,71.80%
Custom Page,/pages/design-gallery,2022-W22,356,407,4,1,1,64.37%
Product,/products/vego-garden-sticker-kit,2022-W22,48,53,2,1,1,81.13%
Custom Page,/pages/about-vego,2022-W22,82,91,3,1,0,61.54%
Blog Article,/blogs/articles/how-to-grow-orchids,2022-W22,177,207,2,1,1,80.68%
List of Collections,/collections,2022-W22,47,47,5,1,1,21.28%
Checkout,/gift_cards/28622716963/df5355692888b69cab571c565388c876,2022-W22,2,3,0,0,0,100.00%
Blog Article,/blogs/articles/when-to-start-seeds-for-vegetable-garden,2022-W22,3,4,0,0,0,75.00%
Collection,/collections/in-stock-item-list,2022-W22,2,2,0,0,0,50.00%
Blog Article,/blogs/articles/easiest-vegetables-to-grow,2022-W22,3,3,0,0,0,66.67%
Blog Article,/blogs/articles/how-to-make-your-own-diy-greenhouse-cabinet,2022-W22,18,18,0,0,0,83.33%
Blog Article,/blogs/articles/how-to-water-succulents,2022-W22,1,1,0,0,0,0.00%
Blog Article,/blogs/articles/5-reasons-to-start-your-garden-in-the-winter,2022-W22,762,796,0,0,0,87.94%
Collection,/collections/herb-kids-gardens,2022-W22,2,2,0,0,0,100.00%
Blog Article,/blogs/academy/vego-garden-diy-ideas,2022-W22,65,74,0,0,0,71.62%
Blog Article,/blogs/articles/best-plants-to-grow-for-smoothie-lovers,2022-W22,8,8,0,0,0,100.00%
Blog Article,/blogs/articles/how-to-grow-basil,2022-W22,2,2,0,0,0,100.00%
Collection,/collections/essentials,2022-W22,20,24,0,0,0,62.50%
Blog Article,/blogs/articles/vego-garden-special-shapes,2022-W22,2,2,0,0,0,50.00%
Blog Article,/blogs/articles/mothers-day-memories-part-3,2022-W22,1,1,0,0,0,100.00%
Blog Article,/blogs/articles/how-to-plant-asparagus,2022-W22,4,4,0,0,0,100.00%
Blog Article,/blogs/articles/pros-and-cons-of-raised-bed-vegetable-gardening,2022-W22,3,3,1,0,0,66.67%
Custom Page,/pages/refund-policy,2022-W22,9,9,0,0,0,55.56%
Blog Article,/blogs/articles/9-tips-for-successful-raised-garden-bed-gardening,2022-W22,33,36,0,0,0,91.67%
Blog Article,/blogs/articles/how-to-grow-tomatoes,2022-W22,3,4,0,0,0,75.00%
Blog Article,/blogs/articles/how-deep-should-raised-garden-beds-be,2022-W22,40,45,0,0,0,68.89%
Blog Article,/blogs/articles/what-to-know-before-building-a-raised-garden-bed,2022-W22,3,4,0,0,0,50.00%
Blog Article,/blogs/articles/techniques-for-improving-soil-quality,2022-W22,35,40,0,0,0,85.00%
Custom Page,/pages/welcome,2022-W22,235,238,1,0,0,61.76%
Blog Article,/blogs/articles/why-modular-garden-beds-are-the-new-trend,2022-W22,5,5,0,0,0,40.00%
Collection,/collections/covers,2022-W22,1,1,0,0,0,0.00%
Blog Article,/blogs/articles/moss-haven-farm-x-vego-garden-a-story-of-greener-futures,2022-W22,17,17,0,0,0,94.12%
Blog Article,/blogs/articles/5-best-raised-garden-beds-in-2021,2022-W22,7,8,0,0,0,62.50%
Custom Page,/pages/vego-garden-donation,2022-W22,7,8,0,0,0,87.50%
Checkout,/gift_cards/28622716963/38dc3c21cd1ad8bb3c52692fb8738b21,2022-W22,1,1,0,0,0,100.00%
Blog Article,/blogs/articles/vermicomposting-what-are-earthworm-castings,2022-W22,2,3,0,0,0,66.67%
Collection,/collections/vego-garden-diy-components,2022-W22,4,6,1,0,0,50.00%
Blog Article,/blogs/articles/grow-some-green-for-your-st-patricks-day,2022-W22,1,1,0,0,0,100.00%
Custom Page,/pages/track-orders,2022-W22,19,20,0,0,0,65.00%
Blog Article,/blogs/academy/how-much-soil-do-i-need-for-a-raised-garden-bed,2022-W22,192,215,1,0,0,78.60%
Blog Article,/blogs/articles/guide-to-growing-artichokes,2022-W22,1,1,0,0,0,100.00%
Custom Page,/pages/giving-back,2022-W22,4,5,0,0,0,80.00%
Customer Account,/account/invalid_token,2022-W22,18,18,0,0,0,72.22%
Blog Article,/blogs/articles/why-is-everyone-obsessed-with-modular-garden-beds,2022-W22,1,1,1,0,0,0.00%
Blog Article,/blogs/articles/wandering-jew-plant-care,2022-W22,23,25,0,0,0,96.00%
Blog Article,/blogs/articles/how-to-grow-and-harvest-lettuce,2022-W22,6,7,0,0,0,100.00%
Custom Page,/pages/refer-and-earn,2022-W22,32,33,1,0,0,54.55%
Blog Article,/blogs/articles/celebrating-easter-by-gardening-some-greens,2022-W22,1,1,0,0,0,100.00%
Custom Page,/pages/terms-of-service,2022-W22,3,3,0,0,0,100.00%
Blog Index,/blogs/articles,2022-W22,82,95,0,0,0,51.58%
Custom Page,/pages/our-mission,2022-W22,6,7,0,0,0,85.71%
Customer Account,/account/register,2022-W22,10,13,0,0,0,84.62%
Blog Article,/blogs/articles/time-saving-tips-for-vegetable-gardeners,2022-W22,4,4,0,0,0,75.00%
Blog Article,/blogs/articles/how-to-vermicompost-for-beginners,2022-W22,12,14,1,0,0,85.71%
Blog Article,/blogs/articles/ideas-for-customizable-metal-raised-garden-beds,2022-W22,2,2,0,0,0,100.00%
Blog Article,/blogs/articles/early-spring-perennial-flowers,2022-W22,2,2,0,0,0,100.00%
Custom Page,/pages/feature-material,2022-W22,54,65,1,0,0,66.15%
Collection,/collections/rolling-beds,2022-W22,93,106,1,0,0,55.66%
Collection,/collections/arched-trellis,2022-W22,1,1,0,0,0,100.00%
Blog Article,/blogs/articles/raised-garden-bed-buying-guide,2022-W22,8,10,1,0,0,60.00%
Custom Page,/pages/new-products,2022-W22,5,5,0,0,0,60.00%
Blog Article,/blogs/academy/why-is-aluzinc-steel-the-best-material-for-raised-garden-beds,2022-W22,33,33,1,0,0,69.70%
Collection,/collections/new-arrivals,2022-W22,13,13,1,0,0,46.15%
Blog Article,/blogs/articles/how-to-start-seeds-for-vegetable-garden,2022-W22,5,5,0,0,0,40.00%
Blog Article,/blogs/articles/the-best-raised-garden-bed-options-for-the-backyard,2022-W22,13,13,0,0,0,84.62%
Blog Article,/blogs/articles/the-best-ways-to-utilize-modular-garden-beds,2022-W22,2,2,0,0,0,50.00%
Customer Account,/account/orders,2022-W22,11,13,0,0,0,69.23%
Blog Article,/blogs/articles/how-to-get-rid-of-gnats,2022-W22,4,4,0,0,0,100.00%
Blog Article,/blogs/articles/natural-pest-repellants-for-your-garden,2022-W22,1,1,0,0,0,100.00%
Blog Article,/blogs/articles/best-vegetables-to-grow-in-early-spring,2022-W22,2,3,0,0,0,100.00%
Blog Article,/blogs/academy/difference-between-garden-soil-and-raised-bed-soil,2022-W22,528,586,0,0,0,85.32%
Blog Article,/blogs/articles/8-excellent-reasons-to-use-raised-beds-in-your-garden,2022-W22,26,31,1,0,0,67.74%
Blog Article,/blogs/articles/inspirational-garden-quotes,2022-W22,2,2,0,0,0,100.00%
Custom Page,/pages/loyalty-program,2022-W22,1,1,1,0,0,0.00%
Blog Article,/blogs/articles/best-crops-to-grow-with-kids,2022-W22,3,5,0,0,0,80.00%
Blog Article,/blogs/articles/do-raised-garden-beds-need-drainage,2022-W22,13,14,0,0,0,85.71%
Blog Article,/blogs/articles/7-beginner-raised-bed-gardening-mistakes-to-avoid,2022-W22,4,4,0,0,0,75.00%
Blog Article,/blogs/articles/how-to-compost-at-home-for-beginners,2022-W22,15,15,0,0,0,73.33%
Blog Article,/blogs/articles/growing-mother-in-laws-tongue-plant,2022-W22,1,1,0,0,0,100.00%
Blog Article,/blogs/articles/how-to-plant-potatoes,2022-W22,10,10,0,0,0,100.00%
Blog Article,/blogs/articles/how-to-grow-onions,2022-W22,4,4,0,0,0,100.00%
Collection,/collections/composter,2022-W22,1,1,0,0,0,0.00%
Blog Article,/blogs/articles/how-to-grow-garlic,2022-W22,3,4,0,0,0,100.00%
Blog Article,/blogs/articles/spend-mother-s-day-in-your-garden,2022-W22,1,1,0,0,0,0.00%
Custom Page,/pages/design-galleries,2022-W22,1,1,0,0,0,100.00%
Blog Article,/blogs/academy/how-to-fill-raised-garden-beds-and-save-money,2022-W22,3825,4500,4,0,0,88.13%
Product,/products/17-tall-l-shaped-raised-garden-bed-kit-standard-size,2022-W22,147,168,1,0,0,79.76%
Blog Article,/blogs/articles/how-to-grow-brussels-sprouts,2022-W22,1,1,0,0,0,100.00%
Blog Article,/blogs/articles/how-to-build-a-raised-garden-bed-and-garden-boxes,2022-W22,51,51,0,0,0,72.55%
Custom Page,/pages/why-we-are-the-best,2022-W22,5,5,0,0,0,40.00%
Blog Article,/blogs/articles/is-raised-bed-garden-environmentally-responsive-or-not,2022-W22,1,1,0,0,0,100.00%
Collection,/collections/small-garden-collection,2022-W22,21,35,2,0,0,68.57%
Homepage,,2022-W23,28059,29299,663,184,153,58.00%
Checkout,/checkouts,2022-W23,90,112,9,33,19,46.43%
Product,/products/vego-garden-6-in-1-modular-raised-garden-bed-kit,2022-W23,6405,6874,124,26,12,79.02%
Collection,/collections/all,2022-W23,7059,7375,63,21,18,82.58%
Product,/products/32-extra-tall-6-in-1-modular-raised-garden-bed-kit,2022-W23,1179,1265,47,19,16,68.85%
Product,/products/32-extra-tall-9-in-1-modular-raised-garden-bed-kit,2022-W23,2032,2187,44,14,8,74.30%
Product,/products/9-in-1-modular-raised-garden-bed,2022-W23,1972,2171,34,11,10,73.42%
Product,/products/17-tall-42-wide-round-metal-raised-garden-bed,2022-W23,671,759,20,9,7,74.57%
Product,/products/garden-bed-cover-systems,2022-W23,836,881,15,6,5,75.82%
Collection,/collections/garden-beds,2022-W23,579,652,17,5,2,70.40%
Product,/products/herb-garden-24-wide-17-tall-twin-pack,2022-W23,369,380,6,4,2,81.58%
Product,/products/32-extra-tall-4-in-1-modular-raised-garden-bed-kit,2022-W23,101,108,5,4,4,65.74%
Product,/products/32-extra-tall-10-in-1-modular-raised-garden-bed-kit,2022-W23,638,725,10,4,4,81.52%
Collection,/collections/vego-garden-17-standard-kits,2022-W23,112,132,9,4,4,56.82%
Product,/products/10-in-1-modular-metal-raised-garden-bed-kit,2022-W23,1044,1152,17,3,3,74.48%
Product,/products/17-tall-4-in-1-modular-metal-raised-garden-bed-kit,2022-W23,315,339,8,3,3,75.52%
Blog Article,/blogs/articles/how-to-grow-tomatoes,2022-W23,1920,2177,6,3,2,85.30%
Product,/products/cascading-raised-garden-bed-kit-standard-size,2022-W23,658,710,11,3,2,78.45%
Collection,/collections/on-sale,2022-W23,271,299,12,3,2,61.54%
Checkout,/orders,2022-W23,1045,1414,4,3,3,78.01%
Product,/products/garden-arch-trellis,2022-W23,1194,1263,15,2,1,73.24%
Product,/products/17-tall-u-shaped-raised-garden-bed-kit-jumbo-size,2022-W23,1153,1207,12,2,2,74.57%
Customer Account,/account/login,2022-W23,63,68,5,2,2,35.29%
Product,/products/frost-cover,2022-W23,197,207,4,2,2,68.60%
Customer Account,/account,2022-W23,30,40,2,2,2,55.00%
Custom Page,/pages/welcome-back,2022-W23,24,27,2,2,2,37.04%
Product,/products/17-inch-tall-kids-first-raised-bed,2022-W23,178,194,5,2,2,65.46%
Collection,/collections/add-ons,2022-W23,40,48,2,2,1,75.00%
Product,/products/17-tall-l-shaped-raised-garden-bed-kit-standard-size,2022-W23,102,107,4,1,1,75.70%
Blog Article,/blogs/academy/metal-raised-garden-beds-vs-wood-raised-garden-beds,2022-W23,414,429,4,1,1,72.49%
App Generated,/apps/faq,2022-W23,126,145,0,1,1,66.21%
Product,/products/vego-garden-bag,2022-W23,52,56,2,1,0,73.21%
Search,/search,2022-W23,17,20,0,1,1,55.00%
Product,/products/vego-coffee-mug,2022-W23,76,78,2,1,1,69.23%
Custom Page,/pages/refer-and-earn,2022-W23,23,29,2,1,1,48.28%
Blog Article,/blogs/articles/7-beginner-raised-bed-gardening-mistakes-to-avoid,2022-W23,3,3,1,1,1,66.67%
Collection,/collections/rolling-beds,2022-W23,41,44,1,1,1,68.18%
Product,/products/elevated-rolling-garden-bed,2022-W23,292,298,4,1,1,75.84%
Custom Page,/pages/sustainability,2022-W23,61,65,1,1,1,61.54%
Product,/products/worm-farm-worm-composter,2022-W23,319,373,9,1,1,73.46%
Blog Article,/blogs/academy/how-much-soil-do-i-need-for-a-raised-garden-bed,2022-W23,66,91,1,1,1,79.12%
Custom Page,/pages/refund-policy,2022-W23,10,11,0,1,1,54.55%
Custom Page,/pages/kids-program,2022-W23,33,37,2,1,1,70.27%
Cart,/cart,2022-W23,23,26,3,1,1,53.85%
Custom Page,/pages/about-vego,2022-W23,53,55,0,0,0,70.91%
Product,/products/17-tall-l-shaped-raised-garden-bed-kit-large-size,2022-W23,312,324,4,0,0,82.72%
Blog Article,/blogs/articles/how-to-vermicompost-for-beginners,2022-W23,14,15,0,0,0,73.33%
Custom Page,/pages/feature-material,2022-W23,31,53,1,0,0,69.81%
Blog Article,/blogs/articles/wandering-jew-plant-care,2022-W23,9,9,0,0,0,100.00%
Blog Article,/blogs/articles/how-to-compost-at-home-for-beginners,2022-W23,5,6,0,0,0,33.33%
Product,/products/connecting-rod-bag,2022-W23,113,120,2,0,0,60.00%
Blog Article,/blogs/articles/ideas-for-customizable-metal-raised-garden-beds,2022-W23,2,2,0,0,0,100.00%
Custom Page,/pages/track-orders,2022-W23,1,1,0,0,0,0.00%
Blog Article,/blogs/articles/how-to-build-a-raised-garden-bed-and-garden-boxes,2022-W23,31,31,0,0,0,67.74%
Blog Article,/blogs/articles/is-raised-bed-garden-environmentally-responsive-or-not,2022-W23,3,3,0,0,0,66.67%
Blog Article,/blogs/articles/how-to-grow-and-harvest-lettuce,2022-W23,9,9,0,0,0,77.78%
Blog Article,/blogs/articles/techniques-for-improving-soil-quality,2022-W23,8,9,0,0,0,88.89%
Collection,/collections/arched-trellis,2022-W23,1,1,0,0,0,0.00%
Collection,/collections/vego-garden-diy-components,2022-W23,5,6,0,0,0,16.67%
Blog Article,/blogs/articles/10-sustainable-spring-gardening-tips,2022-W23,2,2,0,0,0,100.00%
Product,/products/17-tall-u-shaped-raised-garden-bed-kit-standard-size,2022-W23,162,179,1,0,0,80.45%
Product,/products/stainless-steel-gopher-net-staples-kit,2022-W23,144,147,0,0,0,87.07%
